gene_id
TCGA-VQ-AA6J
TCGA-CG-5725
TCGA-R5-A805
TCGA-D7-5578
TCGA-HU-A4HD
TCGA-VQ-A924
TCGA-EQ-8122
TCGA-BR-4279
TCGA-FP-8099
TCGA-IN-A7NR
TCGA-MX-A5UJ
TCGA-D7-8575
TCGA-CG-5722
TCGA-RD-A7C1
TCGA-VQ-A91U
TCGA-HU-8602
TCGA-FP-8210
TCGA-FP-A4BF
TCGA-MX-A5UG
TCGA-D7-6520
TCGA-BR-8060
TCGA-B7-A5TI
TCGA-BR-8592
TCGA-D7-A74A
TCGA-BR-8080
TCGA-KB-A93G
TCGA-CD-8527
TCGA-VQ-A8P8
TCGA-IN-A6RS
TCGA-IN-A6RR
TCGA-BR-7715
TCGA-HU-A4H3
TCGA-BR-8081
TCGA-D7-8572
TCGA-CG-4443
TCGA-IP-7968
TCGA-BR-6707
TCGA-BR-8591
TCGA-VQ-AA6K
TCGA-BR-A4J9
TCGA-D7-8578
TCGA-BR-8590
TCGA-BR-7716
TCGA-CG-5718
TCGA-CG-5732
TCGA-CG-4306
TCGA-CD-8530
TCGA-VQ-A8E7
TCGA-VQ-A8PF
TCGA-CD-5798
TCGA-BR-7707
TCGA-CG-5717
TCGA-CD-8529
TCGA-B7-5818
TCGA-BR-6705
TCGA-D7-A6EY
TCGA-BR-A4J6
TCGA-HU-A4H4
TCGA-D7-8576
TCGA-BR-7704
TCGA-IN-7806
TCGA-D7-6815
TCGA-VQ-A94R
TCGA-BR-8058
TCGA-BR-8059
TCGA-HU-A4GU
TCGA-VQ-A91Z
TCGA-CG-4440
TCGA-BR-8296
TCGA-CG-4436
TCGA-VQ-A925
TCGA-HU-A4H5
TCGA-VQ-A927
TCGA-VQ-A8PQ
TCGA-BR-7958
TCGA-BR-8484
TCGA-RD-A8NB
TCGA-SW-A7EA
TCGA-BR-7196
TCGA-CG-5721
TCGA-CD-8534
TCGA-HU-A4GY
TCGA-D7-8570
TCGA-CD-8524
TCGA-VQ-A8PO
TCGA-VQ-A8PC
TCGA-VQ-A8P3
TCGA-CD-A48A
TCGA-BR-6563
TCGA-KB-A93H
TCGA-CD-5803
TCGA-B7-A5TN
TCGA-RD-A7BS
TCGA-BR-8485
TCGA-CD-A4MH
TCGA-BR-8678
TCGA-FP-8209
TCGA-BR-8361
TCGA-BR-4267
TCGA-BR-8686
TCGA-VQ-A8E3
TCGA-HU-A4GT
TCGA-FP-7735
TCGA-FP-8631
TCGA-BR-8373
TCGA-VQ-A8PH
TCGA-BR-7722
TCGA-BR-7959
TCGA-CG-5723
TCGA-B7-A5TK
TCGA-CD-5801
TCGA-D7-A747
TCGA-VQ-A8PM
TCGA-BR-4280
TCGA-HU-8604
TCGA-BR-A4CS
TCGA-CD-A486
TCGA-CG-4465
TCGA-BR-6566
TCGA-BR-8367
TCGA-BR-8077
TCGA-HU-A4H8
TCGA-VQ-A8PP
TCGA-CD-5800
TCGA-BR-6852
TCGA-D7-8573
TCGA-HF-A5NB
TCGA-BR-6458
TCGA-RD-A8N6
TCGA-ZA-A8F6
TCGA-CD-8531
TCGA-HU-A4GD
TCGA-VQ-A8P2
TCGA-VQ-A8PU
TCGA-R5-A7ZF
TCGA-CD-8532
TCGA-HU-A4GF
TCGA-BR-6456
TCGA-BR-8589
TCGA-IN-7808
TCGA-BR-6455
TCGA-HU-8249
TCGA-FP-A9TM
TCGA-HU-A4GC
TCGA-CG-5726
TCGA-BR-6802
TCGA-D7-5577
TCGA-BR-8677
TCGA-VQ-AA6F
TCGA-BR-6453
TCGA-CD-A487
TCGA-BR-8364
TCGA-BR-A4QL
TCGA-FP-7916
TCGA-BR-8286
TCGA-CG-4305
TCGA-CD-A4MG
TCGA-BR-4253
TCGA-VQ-A91K
TCGA-VQ-A8DV
TCGA-R5-A7ZI
TCGA-D7-A6EX
TCGA-VQ-A8DT
TCGA-BR-6710
TCGA-D7-A6EZ
TCGA-BR-8487
TCGA-D7-8574
TCGA-HU-A4H0
TCGA-VQ-A94P
TCGA-VQ-A91X
TCGA-VQ-A94T
TCGA-CD-A48C
TCGA-VQ-AA6G
TCGA-BR-8486
TCGA-HU-8608
TCGA-CD-8528
TCGA-BR-7197
TCGA-VQ-A94O
TCGA-VQ-A923
TCGA-VQ-A922
TCGA-CD-5804
TCGA-RD-A8MW
TCGA-F1-6875
TCGA-BR-8483
TCGA-BR-4191
TCGA-RD-A8N2
TCGA-VQ-A8DU
TCGA-BR-7957
TCGA-F1-A72C
TCGA-FP-A8CX
TCGA-BR-8680
TCGA-CD-8535
TCGA-CG-5719
TCGA-IN-AB1X
TCGA-RD-A8N1
TCGA-D7-6524
TCGA-F1-6874
TCGA-BR-4201
TCGA-CG-4437
TCGA-BR-6801
TCGA-HF-7133
TCGA-BR-8380
TCGA-CG-4301
TCGA-VQ-AA68
TCGA-MX-A663
TCGA-BR-A44T
TCGA-MX-A666
TCGA-D7-6526
TCGA-D7-A6F0
TCGA-BR-A4J4
TCGA-VQ-A91Y
TCGA-D7-8579
TCGA-CG-4444
TCGA-VQ-A94U
TCGA-FP-7829
TCGA-BR-4256
TCGA-VQ-AA64
TCGA-HU-A4H2
TCGA-BR-8687
TCGA-CG-4475
TCGA-D7-6519
TCGA-D7-A748
TCGA-IN-A7NT
TCGA-BR-8291
TCGA-R5-A7ZE
TCGA-BR-7723
TCGA-CG-4441
TCGA-CG-5724
TCGA-B7-A5TJ
TCGA-BR-8368
TCGA-IN-A6RJ
TCGA-D7-6528
TCGA-BR-4257
TCGA-D7-6818
TCGA-D7-6521
TCGA-BR-8683
TCGA-VQ-A8PK
TCGA-BR-8676
TCGA-KB-A93J
TCGA-D7-6525
TCGA-BR-8289
TCGA-CD-A489
TCGA-IN-A6RI
TCGA-IN-A6RN
TCGA-VQ-A8P5
TCGA-BR-A4J8
TCGA-VQ-A91Q
