coxnet,rf,gb,fksvm
0.461038961038961,0.6071428571428571,0.34415584415584416,0.3961038961038961
0.5502793296089385,0.553072625698324,0.6061452513966481,0.5460893854748603
0.4028776978417266,0.4712230215827338,0.5287769784172662,0.2517985611510791
0.5989847715736041,0.6040609137055838,0.7461928934010152,0.5431472081218274
0.5,0.5105633802816901,0.4295774647887324,0.5
