coxnet,rf,gb,fksvm
0.525974025974026,0.4902597402597403,0.4772727272727273,0.5551948051948052
0.6145251396648045,0.5977653631284916,0.5586592178770949,0.6159217877094972
0.4856115107913669,0.5179856115107914,0.39928057553956836,0.4028776978417266
0.6142131979695431,0.583756345177665,0.4517766497461929,0.6649746192893401
0.5492957746478874,0.43309859154929575,0.4964788732394366,0.4894366197183099
